Read The Silmarillion [num] times,10080,http://fc08.deviantart.net/fs70/f/2012/336/6/b/tolkien_wallpaper__the_silmarillion_by_mcnealy-d5mw9g9.jpg
Sail to Hawaii from LA [num] times,10080,http://news.medill.northwestern.edu/uploadedImages/News/Chicago/Images/Science/Map(1).jpg
Watch the entire Star Trek: The Next Generation series [num] times,7832,https://fanart.tv/fanart/tv/71470/tvposter/star-trek-the-next-generation-521b936d8d1d0.jpg
"Learn Liszt's ""La Campanella"" (one of the hardest pieces of piano classical music) [num] times",7500,http://auditoryneuroscience.com/sites/default/files/LaCampanella.png
Catch 'Em All in Pokemon Blue [num] times,7200,http://ecx.images-amazon.com/images/I/51GMKNSJ9GL.jpg
Travel to the moon [num] times,6165,http://www.apfn.org/images/moonlanding.jpg
"As YouTube has 100 hours of video uploaded every minute, you could watch every video uploaded during a [min] minute time span",6000,http://cdn.marketplaceimages.windowsphone.com/v8/images/6dc5e230-9a8c-45be-9c44-356c4dd8232f?imageType=ws_icon_large
Attend Woodstock [num] times,5760,http://woodstock.com/woodstock/wp-content/uploads/2014/03/johnseb.jpg
Watch every episode of South Park [num] times,5654,http://southparkstudios.mtvnimages.com/default/image.jpg
Watch the entire series of Friends [num] times,5192,http://cdn-media-1.lifehack.org/wp-content/files/2014/04/friends-tv-versability-lifehack-Brian-Penny.jpg
Travel from New York to England on an ocean liner [num] times...in 1960,5070,http://www.nycruiseinfo.com/Images/Southampton-England/New-York-Southampton-England-Cruise-map.jpg
Drive across Russia [num] times,4602,http://news.bbcimg.co.uk/media/images/59845000/gif/_59845435_russia_map.gif
Watch the entire series of Seinfeld [num] times,3960,http://www.sonypictures.com/tv/seinfeld/assets/images/21d8a23363056d719a4aa1d6806eacac50c07ff1.jpg
Watch the entire Star Trek: The Original Series [num] times,3950,http://fc00.deviantart.net/fs71/f/2013/201/7/1/star_trek_the_original_series_by_1darthvader-d6ecswd.jpg
Read the Bible cover to cover [num] times,3780,http://thehayride.com/wp-content/uploads/2014/04/Bible.jpg
Travel from America's coast to coast in a car [num] times,3210,http://www.nationalgeographic.com/adventure/images/0708/coast-to-coast.gif
Watch the entire Futurama series [num] times,3080,https://www.msu.edu/~tdc/Futurama/FuturamaComposition1024.jpg
Make Flappy Bird [num] times,2880,http://cdn.marketplaceimages.windowsphone.com/v8/images/0da938ca-19cd-401f-b389-24cceca97ce2?imageType=ws_icon_large
Watch the whole series of Breaking Bad [num] times,2490,http://www.wired.com/wp-content/uploads/2014/06/Breaking-Bad-Heisenberg.jpg
Work [num] full work weeks,2400,http://cdn2.thegrindstone.com/wp-content/uploads/2011/07/Office-Cubicle-Design1.jpg
Fly around the world [num] times,2400,http://www.torontoairways.com/wp-content/uploads/2014/07/Flying-around-the-world-300x250.jpg
Climb Mt. Everest [num] times,2340,http://s.hswstatic.com/gif/climbing-mount-everest-5.jpg
Watch the Tenth Doctor's (the best Doctor) series' [num] times,2291,http://www.flickvansmaterialet.se/wp-content/uploads/2014/10/David-Tennant-doctor-who-35677968-2197-1463.jpg
Make this webapp [num] times,1800,http://media.moddb.com/images/articles/1/91/90756/Steam_1024x768px.jpg
"Beat ""The Legend of Zelda: Ocarina of Time"" (N64) [num] times",1740,http://speeddemosarchive.com/gfx/ZeldaOcarinaOfTime_1.jpg
Power level from 1-100 in World of Warcraft [num] times,1474,http://assets1.ignimgs.com/vid/thumbnails/user/2014/02/14/WoW-Boss-Compilation-Wallpaper.jpg
"Watch the ""Avatar: The Last Airbender"" series [num] times",1342,http://www.dan-dare.org/FreeFun/Images/CartoonsMoviesTV/AvatarTheLastAirbenderWallpaper800.jpg
Swim across the English Channel [num] times,1305,http://channel.srichinmoyraces.org/files/channel/Ferry-700.jpg
Watch the entire Harry Potter film series [num] times,1199,http://img1.wikia.nocookie.net/__cb20110722151247/harrypotter/images/3/36/Harry-potter-films.png
"Watch all of the ""Hobbit"" and ""Lord of the Rings"" films back to back [num] times",1170,http://2.bp.blogspot.com/-ZNkZ4cvDhSM/UPRbztpqQZI/AAAAAAAAB5A/rZ898hUinrk/s1600/posters-jpg_165741.jpg
Ride on the Titanic's maiden voyage [num] times,1116,http://www.astrosurf.com/luxorion/Documents/titanic-atsea.jpg
Watch the entire series of Sherlock [num] times,810,http://images.christianpost.com/full/74899/sherlock.jpg
Watch the entire Star Wars series [num] time,797,http://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Star_Wars_Logo.svg/2000px-Star_Wars_Logo.svg.png
Watch every Superman movie [num] times,771,http://www.eonline.com/eol_images/Entire_Site/201269/560.superman.ls.7912.jpg
Watch the entire Lord of the Rings trilogy [num] times,683,http://upload.wikimedia.org/wikipedia/en/8/87/Ringstrilogyposter.jpg
Travel from the Sun to Pluto (at the speed of light) [num] times,651,http://frigg.physastro.mnsu.edu/~eskridge/astr102/pluto_orbit.jpg
Watch Firefly [num] times,616,http://www.gilesbowkett.com/images/firefly_mmo.jpg
Watch the Twilight movies [num] times,609,http://g-ecx.images-amazon.com/images/G/01/dvd/stores/twilight/twilight3lg.jpg
Beat The Legend of Zelda (NES) [num] times,555,http://pics.mobygames.com/images/covers/large/1175696293-00.jpg
"Watch the entire ""Hobbit"" trilogy [num] times",487,http://www.carouselalamancecrossing.com/wp-content/uploads/the-hobbit-trilogy-teaser-posters.jpg
"Watch the ""Indiana Jones"" series [num] times",481,http://www.lastwordonnothing.com/wp-content/uploads/2014/09/Indy.jpeg
"Watch ""The Dark Knight Trilogy"" [num] times",456,http://wac.450f.edgecastcdn.net/80450F/screencrush.com/442/files/2012/10/tdkr-trilogy.jpg
Watch the Star Wars prequel series [num] times,415,http://ecx.images-amazon.com/images/I/51x9gYHs55L.jpg
Watch the Star Wars original trilogy [num] times,379,http://ecx.images-amazon.com/images/I/51wdAFSITQL.jpg
Watch the first season of Breaking Bad [num] times,375,http://www.multimediacritics.com/uploads/5/2/6/8/5268244/9958638.jpg?382
Run a marathon [num] times,272,http://upload.wikimedia.org/wikipedia/commons/9/9b/Berlin_marathon.jpg
Perform open-heart surgery [num] times,240,http://berryhappybodies.com/wp-content/uploads/2012/03/40291-Open-Heart-Surgery_0.jpg
Watch Ben-Hur [num] times,224,http://cdn1.denofgeek.us/sites/denofgeekus/files/ben_hur_1.jpg
Fly from New York to London [num] times on a Concorde jet,210,http://upload.wikimedia.org/wikipedia/commons/e/eb/British_Airways_Concorde_G-BOAC_03.jpg
"Watch ""Avatar"" [num] times",171,http://www.ghostinthemachine.net/avatar0.jpg
Watch Star Wars: A New Hope [num] times,121,http://photos.imageevent.com/afap/wallpapers/movies/starwarsanewhopepostersetc//Star%20Wars%20A%20New%20Hope.jpg
"Listen to all of R. Kelly's ""Trapped in the Closet"" [num] times",91,http://d1oi7t5trwfj5d.cloudfront.net/5d/94/b177a3094edeb4d9278da75ffbe0/r-kellys-trapped-in-the-closet.jpg
Climb to the top of the Empire State Building [num] times,60,http://upload.wikimedia.org/wikipedia/commons/d/df/NYC_Empire_State_Building.jpg
"Listen to Pink Floyd's ""Dark Side of the Moon"" [num] times",43,http://upload.wikimedia.org/wikipedia/en/3/3b/Dark_Side_of_the_Moon.png
"Listen to Vivaldi's ""Four Seasons"" [num] times",40,http://f1.bcbits.com/img/a3777569265_2.jpg
"Listen to Rush's ""2112"" album [num] times",39,http://upload.wikimedia.org/wikipedia/en/c/c9/Rush_2112.jpg
Play [num] games of League of Legends (instead of working on your backlog),35,http://media.pcgamer.com/files/2013/03/League-of-Legends1.jpg
Swim [num] miles,33,http://swimmunity.files.wordpress.com/2012/06/0467648.jpg
Write [num] blog posts,30,http://www.mysterytribune.com/wp-content/uploads/2014/09/blogging-perfect-stranger-wendy-staub.jpg
Complete [num] New York Times Crossword Puzzles,30,http://upload.wikimedia.org/wikipedia/commons/thumb/1/14/CrosswordUSA.svg/2000px-CrosswordUSA.svg.png
Watch [num] episodes of Jeopardy!,20,http://dailysurge.com/wp-content/uploads/2014/12/Jeopardy.jpg
Walk [num] miles,20,http://www.active.com/Assets/Running/460/Walking-to-Improve-Running.jpg
Assemble [num] cars in a factory (if you are a robot),18,http://www.igcseict.info/theory/7_2/manuf/files/stacks_image_9730_1.png
"Recite Martin Luther King's ""I Have a Dream"" speech [num] times",17,http://americanvision.org/wp-content/uploads/2013/08/i-have-a-dream.jpeg
"Run, Swim, and Bike and Ironman Triathalon [num] times",15,http://i.cdn.turner.com/cnn/2010/HEALTH/11/09/triathlon.popularity/t1larg.triathalon.jpg
"Listen to Weird Al's ""Albuquerque"" [num] times",12,http://ecx.images-amazon.com/images/I/61UpdgSup8L.jpg
Watch [num] PewDiePie videos,10,http://3.bp.blogspot.com/-9czD61XXEvo/ULIHZyIXgVI/AAAAAAAAAG0/TFuRYML9Ko4/s1600/Pewdie-pewdiepie-32617702-960-640.png
Listen to Free Bird [num] times,9,http://sd.keepcalm-o-matic.co.uk/i/keep-calm-and-play-free-bird.png
Download [num] mp3s...on a 56K modem,8,http://i.bnet.com/blogs/smoking-computer.jpg
Run [num] miles (though you might need a water break),7,https://www.acefitness.org/images/webcontent/certifiednews/August_2011/Runner_main.jpg
Speed run Super Mario Bros (NES) [num] times,5,http://3dprint.com/wp-content/uploads/2014/11/super-mario-bros.gif
